Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLB,1,-1.771,20.244,-1.391,C,333.0,2,104.0,b,d,galp,gal,P
HETATM,2,C2,GLB,1,-0.331,19.75,-1.491,C,333.0,2,71.4,b,d,galp,gal,P
HETATM,3,C3,GLB,1,-0.234,18.414,-2.208,C,333.0,2,73.1,b,d,galp,gal,P
HETATM,4,C4,GLB,1,-1.202,17.42,-1.608,C,333.0,2,76.5,b,d,galp,gal,P
HETATM,5,C5,GLB,1,-2.61,18.016,-1.588,C,333.0,2,74.9,b,d,galp,gal,P
HETATM,6,C6,GLB,1,-3.672,17.121,-0.986,C,333.0,2,61.4,b,d,galp,gal,P
HETATM,7,OH1,GLB,1,-1.797,21.326,-0.529,O,333.0,2,-1.0,b,d,galp,gal,P
HETATM,8,OH2,GLB,1,0.433,20.726,-2.188,O,333.0,2,-1.0,b,d,galp,gal,P
HETATM,9,OH3,GLB,1,1.1,17.913,-2.068,O,333.0,2,-1.0,b,d,galp,gal,P
HETATM,10,O5,GLB,1,-2.566,19.212,-0.793,O,333.0,2,-1.0,b,d,galp,gal,P
HETATM,11,OH6,GLB,1,-3.375,16.777,0.359,O,333.0,2,-1.0,b,d,galp,gal,P
HETATM,12,HO1,GLB,1,-2.597,21.933,-0.954,H,333.0,2,-1.0,b,d,galp,gal,P
HETATM,13,HO2,GLB,1,0.993,21.348,-1.585,H,333.0,2,-1.0,b,d,galp,gal,P
HETATM,14,HO3,GLB,1,1.504,18.003,-3.077,H,333.0,2,-1.0,b,d,galp,gal,P
HETATM,15,HO6,GLB,1,-3.99,16.924,1.247,H,333.0,2,-1.0,b,d,galp,gal,P
HETATM,16,O4,GLB,1,-0.702,17.137,-0.307,O,333.0,2,-1.0,b,d,galp,gal,P
HETATM,17,H5,GLB,1,-2.922,18.212,-2.576,H,333.0,2,3.71,b,d,galp,gal,P
HETATM,18,H6S,GLB,1,-4.667,17.195,-0.995,H,333.0,2,-1.0,b,d,galp,gal,P
HETATM,19,H6R,GLB,1,-3.716,16.23,-1.541,H,333.0,2,-1.0,b,d,galp,gal,P
HETATM,20,H1,GLB,1,-2.135,20.507,-2.384,H,333.0,2,4.42,b,d,galp,gal,P
HETATM,21,H2,GLB,1,0.048,19.645,-0.474,H,333.0,2,3.43,b,d,galp,gal,P
HETATM,22,H3,GLB,1,-0.472,18.563,-3.262,H,333.0,2,3.78,b,d,galp,gal,P
HETATM,23,H4,GLB,1,-1.276,16.495,-2.179,H,333.0,2,4.1,b,d,galp,gal,P
HETATM,24,C1,NGA,2,-0.121,15.897,-0.114,C,333.0,2,102.9,b,d,galpnac,galnac,P
HETATM,25,C2,NGA,2,0.712,15.954,1.163,C,333.0,2,53.7,b,d,galpnac,galnac,P
HETATM,26,C3,NGA,2,1.182,14.577,1.6,C,333.0,2,72.1,b,d,galpnac,galnac,P
HETATM,27,C4,NGA,2,0.021,13.611,1.647,C,333.0,2,76.1,b,d,galpnac,galnac,P
HETATM,28,C5,NGA,2,-0.716,13.621,0.308,C,333.0,2,74.2,b,d,galpnac,galnac,P
HETATM,29,C6,NGA,2,-1.92,12.707,0.235,C,333.0,2,61.4,b,d,galpnac,galnac,P
HETATM,30,OH3,NGA,2,1.759,14.682,2.907,O,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,31,O5,NGA,2,-1.188,14.959,0.08,O,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,32,OH6,NGA,2,-2.892,13.032,1.217,O,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,33,HO3,NGA,2,2.82,14.52,2.722,H,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,34,HO6,NGA,2,-3.945,13.274,1.074,H,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,35,O4,NGA,2,-0.794,14.045,2.73,O,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,36,H5,NGA,2,-0.062,13.3,-0.455,H,333.0,2,3.65,b,d,galpnac,galnac,P
HETATM,37,H6S,NGA,2,-2.465,12.409,-0.545,H,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,38,H6R,NGA,2,-1.605,11.72,0.413,H,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,39,H1,NGA,2,0.516,15.611,-0.951,H,333.0,2,4.72,b,d,galpnac,galnac,P
HETATM,40,H2,NGA,2,0.083,16.388,1.941,H,333.0,2,3.98,b,d,galpnac,galnac,P
HETATM,41,H3,NGA,2,1.926,14.218,0.889,H,333.0,2,3.85,b,d,galpnac,galnac,P
HETATM,42,H4,NGA,2,0.327,12.579,1.813,H,333.0,2,4.12,b,d,galpnac,galnac,P
HETATM,43,N2,NGA,2,1.853,16.809,0.927,N,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,44,CO2,NGA,2,2.287,17.66,1.91,C,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,45,CM2,NGA,2,3.488,18.498,1.517,C,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,46,OC2,NGA,2,1.77,17.761,3.007,O,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,47,HN2,NGA,2,2.341,16.777,0.021,H,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,48,1HM2,NGA,2,3.802,19.163,2.354,H,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,49,2HM2,NGA,2,3.24,19.14,0.641,H,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,50,3HM2,NGA,2,4.35,17.842,1.256,H,333.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,51,C1,GLC,3,-0.813,13.229,3.886,C,333.0,2,103.6,b,d,glcpa,glca,P
HETATM,52,C2,GLC,3,-1.521,13.971,5.047,C,333.0,2,74.8,b,d,glcpa,glca,P
HETATM,53,C3,GLC,3,-1.755,13.014,6.236,C,333.0,2,79.6,b,d,glcpa,glca,P
HETATM,54,C4,GLC,3,-2.495,11.729,5.802,C,333.0,2,74.9,b,d,glcpa,glca,P
HETATM,55,C5,GLC,3,-1.746,11.049,4.618,C,333.0,2,76.9,b,d,glcpa,glca,P
HETATM,56,C6,GLC,3,-2.467,9.778,4.126,C,333.0,2,174.6,b,d,glcpa,glca,P
HETATM,57,O5,GLC,3,-1.554,12.028,3.537,O,333.0,2,-1.0,b,d,glcpa,glca,P
HETATM,58,OH2,GLC,3,-0.734,15.065,5.503,O,333.0,2,-1.0,b,d,glcpa,glca,P
HETATM,59,O3,GLC,3,-2.531,13.671,7.229,O,333.0,2,-1.0,b,d,glcpa,glca,P
