Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLB,1,2.564,-1.364,9.575,C,353.0,2,104.3,b,d,galp,gal,P
HETATM,2,C2,GLB,1,1.916,-1.762,8.252,C,353.0,2,71.8,b,d,galp,gal,P
HETATM,3,C3,GLB,1,0.805,-0.807,7.851,C,353.0,2,73.1,b,d,galp,gal,P
HETATM,4,C4,GLB,1,-0.164,-0.612,8.994,C,353.0,2,78.2,b,d,galp,gal,P
HETATM,5,C5,GLB,1,0.596,-0.189,10.252,C,353.0,2,76.2,b,d,galp,gal,P
HETATM,6,C6,GLB,1,-0.265,0.017,11.478,C,353.0,2,61.1,b,d,galp,gal,P
HETATM,7,OH1,GLB,1,3.386,-2.4,9.983,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,8,OH2,GLB,1,2.921,-1.781,7.246,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,9,OH3,GLB,1,0.105,-1.363,6.731,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,10,O5,GLB,1,1.535,-1.231,10.564,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,11,OH6,GLB,1,-0.976,-1.16,11.83,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,12,HO1,GLB,1,4.185,-1.864,10.495,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,13,HO2,GLB,1,3.287,-2.718,7.018,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,14,HO3,GLB,1,0.389,-0.704,5.911,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,15,HO6,GLB,1,-0.975,-1.693,12.781,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,16,O4,GLB,1,-0.833,-1.858,9.145,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,17,H5,GLB,1,1.077,0.733,10.076,H,353.0,2,3.79,b,d,galp,gal,P
HETATM,18,H6S,GLB,1,-0.055,0.436,12.359,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,19,H6R,GLB,1,-0.973,0.766,11.272,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,20,H1,GLB,1,3.117,-0.434,9.444,H,353.0,2,4.52,b,d,galp,gal,P
HETATM,21,H2,GLB,1,1.507,-2.764,8.38,H,353.0,2,3.6,b,d,galp,gal,P
HETATM,22,H3,GLB,1,1.246,0.152,7.58,H,353.0,2,3.74,b,d,galp,gal,P
HETATM,23,H4,GLB,1,-0.896,0.174,8.808,H,353.0,2,4.05,b,d,galp,gal,P
HETATM,24,C1,GLC,2,-2.226,-1.881,8.86,C,353.0,2,100.7,a,d,glcp,glc,P
HETATM,25,C2,GLC,2,-2.928,-3.204,9.15,C,353.0,2,72.4,a,d,glcp,glc,P
HETATM,26,C3,GLC,2,-2.474,-4.309,8.212,C,353.0,2,72.1,a,d,glcp,glc,P
HETATM,27,C4,GLC,2,-2.56,-3.852,6.774,C,353.0,2,80.2,a,d,glcp,glc,P
HETATM,28,C5,GLC,2,-1.798,-2.537,6.602,C,353.0,2,70.5,a,d,glcp,glc,P
HETATM,29,C6,GLC,2,-1.829,-1.96,5.203,C,353.0,2,68.2,a,d,glcp,glc,P
HETATM,30,OH2,GLC,2,-2.655,-3.573,10.496,O,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,31,OH3,GLC,2,-3.326,-5.446,8.394,O,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,32,O4,GLC,2,-1.991,-4.813,5.898,O,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,33,O5,GLC,2,-2.403,-1.567,7.472,O,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,34,O6,GLC,2,-0.524,-1.769,4.68,O,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,35,HO2,GLC,2,-3.453,-3.345,11.203,H,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,36,HO3,GLC,2,-2.671,-6.17,8.88,H,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,37,H5,GLC,2,-0.78,-2.689,6.831,H,353.0,2,4.34,a,d,glcp,glc,P
HETATM,38,H6S,GLC,2,-2.367,-2.219,4.404,H,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,39,H6R,GLC,2,-2.3,-1.021,5.237,H,353.0,2,-1.0,a,d,glcp,glc,P
HETATM,40,H1,GLC,2,-2.641,-1.101,9.499,H,353.0,2,4.93,a,d,glcp,glc,P
HETATM,41,H3,GLC,2,-1.442,-4.57,8.45,H,353.0,2,3.88,a,d,glcp,glc,P
HETATM,42,H4,GLC,2,-3.614,-3.717,6.531,H,353.0,2,3.82,a,d,glcp,glc,P
HETATM,43,H2,GLC,2,-3.998,-3.038,9.025,H,353.0,2,3.61,a,d,glcp,glc,P
HETATM,44,C1,GLC,3,-2.835,-5.352,4.902,C,353.0,2,103.5,b,d,glcp,glc,P
HETATM,45,C2,GLC,3,-2.005,-6.233,3.941,C,353.0,2,73.8,b,d,glcp,glc,P
HETATM,46,C3,GLC,3,-2.948,-6.973,2.968,C,353.0,2,75.2,b,d,glcp,glc,P
HETATM,47,C4,GLC,3,-4.034,-7.774,3.723,C,353.0,2,79.6,b,d,glcp,glc,P
HETATM,48,C5,GLC,3,-4.781,-6.869,4.749,C,353.0,2,75.7,b,d,glcp,glc,P
