Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLA,1,-8.658,-3.61,11.818,C,298.0,0,100.5,a,d,galpa,gala,P
HETATM,2,C2,GLA,1,-7.536,-4.591,11.396,C,298.0,0,67.4,a,d,galpa,gala,P
HETATM,3,C3,GLA,1,-7.892,-6.058,11.738,C,298.0,0,75.4,a,d,galpa,gala,P
HETATM,4,C4,GLA,1,-8.374,-6.232,13.199,C,298.0,0,67.1,a,d,galpa,gala,P
HETATM,5,C5,GLA,1,-9.535,-5.236,13.494,C,298.0,0,71.7,a,d,galpa,gala,P
HETATM,6,C6,GLA,1,-10.109,-5.369,14.919,C,298.0,0,170.7,a,d,galpa,gala,P
HETATM,7,O5,GLA,1,-9.083,-3.867,13.188,O,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,8,OH1,GLA,1,-9.765,-3.74,10.938,O,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,9,OH2,GLA,1,-7.291,-4.502,9.996,O,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,10,O3,GLA,1,-6.746,-6.873,11.538,O,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,11,OH4,GLA,1,-7.28,-5.985,14.082,O,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,12,O6,GLA,1,-10.555,-6.418,15.379,O,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,13,O6,GLA,1,-10.082,-4.186,15.6,O,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,14,H1,GLA,1,-8.274,-2.573,11.749,H,298.0,0,5.17,a,d,galpa,gala,P
HETATM,15,H2,GLA,1,-6.615,-4.311,11.942,H,298.0,0,4.0,a,d,galpa,gala,P
HETATM,16,H3,GLA,1,-8.697,-6.401,11.055,H,298.0,0,4.08,a,d,galpa,gala,P
HETATM,17,H4,GLA,1,-8.727,-7.273,13.344,H,298.0,0,4.46,a,d,galpa,gala,P
HETATM,18,H5,GLA,1,-10.384,-5.483,12.827,H,298.0,0,4.87,a,d,galpa,gala,P
HETATM,19,HO1,GLA,1,-9.356,-3.93,10.088,H,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,20,HO2,GLA,1,-6.767,-5.285,9.788,H,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,21,HO4,GLA,1,-7.19,-5.027,14.115,H,298.0,0,-1.0,a,d,galpa,gala,P
HETATM,22,C1,GDL,2,-6.963,-8.172,11.002,C,298.0,0,95.5,a,d,glcpnac,glcnac,P
HETATM,23,C2,GDL,2,-5.868,-9.191,11.3,C,298.0,0,52.6,a,d,glcpnac,glcnac,P
HETATM,24,C3,GDL,2,-4.567,-8.855,10.591,C,298.0,0,77.2,a,d,glcpnac,glcnac,P
HETATM,25,C4,GDL,2,-4.814,-8.607,9.121,C,298.0,0,71.2,a,d,glcpnac,glcnac,P
HETATM,26,C5,GDL,2,-5.907,-7.551,8.95,C,298.0,0,72.4,a,d,glcpnac,glcnac,P
HETATM,27,C6,GDL,2,-6.265,-7.23,7.515,C,298.0,0,60.5,a,d,glcpnac,glcnac,P
HETATM,28,O3,GDL,2,-3.666,-9.96,10.736,O,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,29,OH4,GDL,2,-3.639,-8.138,8.478,O,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,30,O5,GDL,2,-7.098,-8.052,9.58,O,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,31,OH6,GDL,2,-6.717,-8.376,6.812,O,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,32,HO4,GDL,2,-3.119,-8.974,8.012,H,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,33,HO6,GDL,2,-7.657,-8.517,6.279,H,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,34,H5,GDL,2,-5.587,-6.643,9.38,H,298.0,0,3.96,a,d,glcpnac,glcnac,P
HETATM,35,H6S,GDL,2,-6.81,-6.488,7.131,H,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,36,H6R,GDL,2,-5.405,-6.874,7.026,H,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,37,H1,GDL,2,-7.897,-8.496,11.462,H,298.0,0,5.08,a,d,glcpnac,glcnac,P
HETATM,38,H3,GDL,2,-4.141,-7.96,11.045,H,298.0,0,3.97,a,d,glcpnac,glcnac,P
HETATM,39,H4,GDL,2,-5.122,-9.552,8.673,H,298.0,0,3.74,a,d,glcpnac,glcnac,P
HETATM,40,H2,GDL,2,-6.227,-10.163,10.96,H,298.0,0,4.1,a,d,glcpnac,glcnac,P
HETATM,41,N2,GDL,2,-5.651,-9.226,12.729,N,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,42,CO2,GDL,2,-6.413,-10.048,13.518,C,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,43,CM2,GDL,2,-6.077,-9.972,14.995,C,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,44,OC2,GDL,2,-7.29,-10.779,13.1,O,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,45,HN2,GDL,2,-4.924,-8.633,13.154,H,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,46,1HM2,GDL,2,-6.718,-10.666,15.586,H,298.0,0,-1.0,a,d,glcpnac,glcnac,P
HETATM,47,2HM2,GDL,2,-6.245,-8.939,15.376,H,298.0,0,-1.0,a,d,glcpnac,glcnac,P
