Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLA,1,0.678,-4.481,6.781,C,343.0,2,92.77,a,d,galp,gal,P
HETATM,2,C2,GLA,1,0.47,-4.22,5.292,C,343.0,2,74.66,a,d,galp,gal,P
HETATM,3,C3,GLA,1,1.568,-4.841,4.445,C,343.0,2,72.67,a,d,galp,gal,P
HETATM,4,C4,GLA,1,2.929,-4.446,4.971,C,343.0,2,65.76,a,d,galp,gal,P
HETATM,5,C5,GLA,1,3.027,-4.781,6.46,C,343.0,2,70.78,a,d,galp,gal,P
HETATM,6,C6,GLA,1,4.341,-4.41,7.111,C,343.0,2,62.0,a,d,galp,gal,P
HETATM,7,O2,GLA,1,-0.792,-4.757,4.913,O,343.0,2,-1.0,a,d,galp,gal,P
HETATM,8,O3,GLA,1,1.43,-4.371,3.099,O,343.0,2,-1.0,a,d,galp,gal,P
HETATM,9,O5,GLA,1,1.996,-4.047,7.14,O,343.0,2,-1.0,a,d,galp,gal,P
HETATM,10,OH6,GLA,1,4.612,-3.022,7.006,O,343.0,2,-1.0,a,d,galp,gal,P
HETATM,11,HO6,GLA,1,4.818,-2.309,7.805,H,343.0,2,-1.0,a,d,galp,gal,P
HETATM,12,OH1,GLA,1,0.533,-5.837,7.186,O,343.0,2,-1.0,a,d,galp,gal,P
HETATM,13,OH4,GLA,1,3.051,-3.054,4.708,O,343.0,2,-1.0,a,d,galp,gal,P
HETATM,14,HO1,GLA,1,1.261,-6.454,6.659,H,343.0,2,-1.0,a,d,galp,gal,P
HETATM,15,HO4,GLA,1,2.965,-2.877,3.636,H,343.0,2,-1.0,a,d,galp,gal,P
HETATM,16,H5,GLA,1,2.92,-5.822,6.592,H,343.0,2,4.1,a,d,galp,gal,P
HETATM,17,H6S,GLA,1,4.718,-4.656,8.002,H,343.0,2,-1.0,a,d,galp,gal,P
HETATM,18,H6R,GLA,1,5.117,-4.924,6.622,H,343.0,2,-1.0,a,d,galp,gal,P
HETATM,19,H1,GLA,1,-0.084,-3.951,7.353,H,343.0,2,5.36,a,d,galp,gal,P
HETATM,20,H2,GLA,1,0.467,-3.14,5.15,H,343.0,2,4.02,a,d,galp,gal,P
HETATM,21,H3,GLA,1,1.466,-5.926,4.478,H,343.0,2,4.17,a,d,galp,gal,P
HETATM,22,H4,GLA,1,3.747,-4.981,4.489,H,343.0,2,4.31,a,d,galp,gal,P
HETATM,23,C1,FUC,2,-1.667,-3.899,4.183,C,343.0,2,101.28,a,l,fucp,fuc,P
HETATM,24,C2,FUC,2,-2.851,-4.628,3.52,C,343.0,2,68.92,a,l,fucp,fuc,P
HETATM,25,C3,FUC,2,-3.857,-5.099,4.581,C,343.0,2,70.47,a,l,fucp,fuc,P
HETATM,26,C4,FUC,2,-4.258,-3.908,5.468,C,343.0,2,72.59,a,l,fucp,fuc,P
