Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,FUC,1,4.116,-8.515,3.4,C,333.0,2,100.1,a,l,fucp,fuc,P
HETATM,2,C2,FUC,1,4.028,-7.758,2.062,C,333.0,2,67.9,a,l,fucp,fuc,P
HETATM,3,C3,FUC,1,5.093,-8.269,1.081,C,333.0,2,78.5,a,l,fucp,fuc,P
HETATM,4,C4,FUC,1,4.98,-9.798,0.956,C,333.0,2,72.5,a,l,fucp,fuc,P
HETATM,5,C5,FUC,1,5.055,-10.438,2.351,C,333.0,2,67.7,a,l,fucp,fuc,P
HETATM,6,C6,FUC,1,4.906,-11.965,2.336,C,333.0,2,15.8,a,l,fucp,fuc,P
HETATM,7,O5,FUC,1,4.028,-9.931,3.211,O,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,8,OH1,FUC,1,5.268,-8.19,4.177,O,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,9,OH2,FUC,1,4.113,-6.362,2.339,O,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,10,O3,FUC,1,4.953,-7.59,-0.163,O,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,11,OH4,FUC,1,3.75,-10.192,0.35,O,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,12,H5,FUC,1,6.049,-10.213,2.781,H,333.0,2,4.28,a,l,fucp,fuc,P
HETATM,13,H1,FUC,1,3.258,-8.251,4.03,H,333.0,2,4.99,a,l,fucp,fuc,P
HETATM,14,HO1,FUC,1,6.003,-8.673,3.78,H,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,15,H2,FUC,1,3.033,-7.969,1.625,H,333.0,2,3.84,a,l,fucp,fuc,P
HETATM,16,HO2,FUC,1,3.913,-5.908,1.511,H,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,17,H3,FUC,1,6.087,-8.024,1.501,H,333.0,2,3.89,a,l,fucp,fuc,P
HETATM,18,H4,FUC,1,5.813,-10.19,0.341,H,333.0,2,3.84,a,l,fucp,fuc,P
HETATM,19,HO4,FUC,1,3.775,-9.863,-0.559,H,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,20,1H6,FUC,1,5.65,-12.445,1.68,H,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,21,2H6,FUC,1,5.037,-12.366,3.353,H,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,22,3H6,FUC,1,3.902,-12.256,1.989,H,333.0,2,-1.0,a,l,fucp,fuc,P
HETATM,23,C1,GLA,2,6.146,-7.157,-0.8,C,333.0,2,101.2,a,d,galpa,gala,P
