Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLC,1,-5.55,-0.544,6.683,C,343.0,2,96.76,b,d,glcp,glc,P
HETATM,2,C2,GLC,1,-5.851,-2.047,6.485,C,343.0,2,74.95,b,d,glcp,glc,P
HETATM,3,C3,GLC,1,-4.612,-2.754,5.897,C,343.0,2,75.16,b,d,glcp,glc,P
HETATM,4,C4,GLC,1,-4.124,-2.067,4.6,C,343.0,2,77.16,b,d,glcp,glc,P
HETATM,5,C5,GLC,1,-3.924,-0.537,4.821,C,343.0,2,76.14,b,d,glcp,glc,P
HETATM,6,C6,GLC,1,-3.638,0.231,3.518,C,343.0,2,61.17,b,d,glcp,glc,P
HETATM,7,OH1,GLC,1,-6.733,0.132,7.056,O,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,8,O2,GLC,1,-6.204,-2.641,7.73,O,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,9,OH3,GLC,1,-4.947,-4.107,5.625,O,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,10,O4,GLC,1,-2.904,-2.688,4.211,O,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,11,O5,GLC,1,-5.119,0.051,5.433,O,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,12,OH6,GLC,1,-4.792,0.245,2.682,O,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,13,HO1,GLC,1,-6.768,0.868,6.439,H,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,14,HO3,GLC,1,-5.508,-4.367,6.364,H,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,15,HO6,GLC,1,-5.54,0.265,3.289,H,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,16,H1,GLC,1,-4.774,-0.398,7.463,H,343.0,2,4.64,b,d,glcp,glc,P
HETATM,17,H2,GLC,1,-6.697,-2.147,5.776,H,343.0,2,3.31,b,d,glcp,glc,P
HETATM,18,H3,GLC,1,-3.796,-2.731,6.648,H,343.0,2,3.6,b,d,glcp,glc,P
HETATM,19,H4,GLC,1,-4.882,-2.221,3.806,H,343.0,2,3.72,b,d,glcp,glc,P
HETATM,20,H5,GLC,1,-3.059,-0.394,5.499,H,343.0,2,3.48,b,d,glcp,glc,P
HETATM,21,H6S,GLC,1,-3.342,1.271,3.756,H,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,22,H6R,GLC,1,-2.78,-0.214,2.978,H,343.0,2,-1.0,b,d,glcp,glc,P
HETATM,23,C1,FUC,2,-6.994,-3.828,7.681,C,343.0,2,100.22,a,l,fucp,fuc,P
HETATM,24,C2,FUC,2,-7.056,-4.596,9.014,C,343.0,2,69.22,a,l,fucp,fuc,P
HETATM,25,C3,FUC,2,-7.898,-3.827,10.042,C,343.0,2,70.66,a,l,fucp,fuc,P
HETATM,26,C4,FUC,2,-9.272,-3.498,9.433,C,343.0,2,72.6,a,l,fucp,fuc,P
HETATM,27,C5,FUC,2,-9.082,-2.758,8.099,C,343.0,2,67.72,a,l,fucp,fuc,P
HETATM,28,C6,FUC,2,-10.4,-2.424,7.39,C,343.0,2,16.98,a,l,fucp,fuc,P
HETATM,29,O5,FUC,2,-8.302,-3.533,7.181,O,343.0,2,-1.0,a,l,fucp,fuc,P
HETATM,30,OH2,FUC,2,-5.719,-4.857,9.434,O,343.0,2,-1.0,a,l,fucp,fuc,P
HETATM,31,OH3,FUC,2,-7.982,-4.586,11.245,O,343.0,2,-1.0,a,l,fucp,fuc,P
HETATM,32,OH4,FUC,2,-10.038,-4.675,9.185,O,343.0,2,-1.0,a,l,fucp,fuc,P
HETATM,33,H5,FUC,2,-8.572,-1.798,8.307,H,343.0,2,4.22,a,l,fucp,fuc,P
HETATM,34,H1,FUC,2,-6.524,-4.457,6.915,H,343.0,2,5.31,a,l,fucp,fuc,P
HETATM,35,H2,FUC,2,-7.557,-5.564,8.818,H,343.0,2,3.81,a,l,fucp,fuc,P
