Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLA,1,-6.937,-4.411,6.894,C,353.0,2,96.0,a,d,galp,gal,P
HETATM,2,C2,GLA,1,-5.854,-3.388,6.562,C,353.0,2,74.6,a,d,galp,gal,P
HETATM,3,C3,GLA,1,-4.826,-3.265,7.673,C,353.0,2,69.8,a,d,galp,gal,P
HETATM,4,C4,GLA,1,-5.508,-3.052,9.005,C,353.0,2,70.3,a,d,galp,gal,P
HETATM,5,C5,GLA,1,-6.546,-4.15,9.237,C,353.0,2,71.6,a,d,galp,gal,P
HETATM,6,C6,GLA,1,-7.319,-4.034,10.533,C,353.0,2,61.4,a,d,galp,gal,P
HETATM,7,O2,GLA,1,-5.214,-3.785,5.356,O,353.0,2,-1.0,a,d,galp,gal,P
HETATM,8,OH3,GLA,1,-3.98,-2.143,7.394,O,353.0,2,-1.0,a,d,galp,gal,P
HETATM,9,O5,GLA,1,-7.503,-4.077,8.167,O,353.0,2,-1.0,a,d,galp,gal,P
HETATM,10,OH6,GLA,1,-8.024,-2.806,10.621,O,353.0,2,-1.0,a,d,galp,gal,P
HETATM,11,HO3,GLA,1,-3.028,-2.609,7.142,H,353.0,2,-1.0,a,d,galp,gal,P
HETATM,12,HO6,GLA,1,-9.089,-2.647,10.787,H,353.0,2,-1.0,a,d,galp,gal,P
HETATM,13,OH1,GLA,1,-6.499,-5.763,6.944,O,353.0,2,-1.0,a,d,galp,gal,P
HETATM,14,OH4,GLA,1,-6.083,-1.753,8.936,O,353.0,2,-1.0,a,d,galp,gal,P
HETATM,15,HO1,GLA,1,-5.729,-5.868,7.709,H,353.0,2,-1.0,a,d,galp,gal,P
HETATM,16,HO4,GLA,1,-5.298,-1.017,8.762,H,353.0,2,-1.0,a,d,galp,gal,P
HETATM,17,H5,GLA,1,-6.064,-5.087,9.269,H,353.0,2,4.24,a,d,galp,gal,P
HETATM,18,H6S,GLA,1,-7.92,-4.684,10.993,H,353.0,2,-1.0,a,d,galp,gal,P
HETATM,19,H6R,GLA,1,-6.639,-4.07,11.334,H,353.0,2,-1.0,a,d,galp,gal,P
HETATM,20,H1,GLA,1,-7.694,-4.407,6.11,H,353.0,2,5.17,a,d,galp,gal,P
HETATM,21,H2,GLA,1,-6.349,-2.428,6.416,H,353.0,2,3.98,a,d,galp,gal,P
HETATM,22,H3,GLA,1,-4.236,-4.181,7.709,H,353.0,2,4.11,a,d,galp,gal,P
HETATM,23,H4,GLA,1,-4.824,-3.103,9.851,H,353.0,2,4.06,a,d,galp,gal,P
HETATM,24,C1,RAM,2,-5.121,-2.814,4.326,C,353.0,2,100.9,a,l,rhap,rha,P
HETATM,25,C2,RAM,2,-4.098,-3.254,3.247,C,353.0,2,81.7,a,l,rhap,rha,P
HETATM,26,C3,RAM,2,-4.664,-4.367,2.332,C,353.0,2,70.8,a,l,rhap,rha,P
HETATM,27,C4,RAM,2,-6.074,-4.035,1.795,C,353.0,2,72.9,a,l,rhap,rha,P
HETATM,28,C5,RAM,2,-7.026,-3.696,2.974,C,353.0,2,69.8,a,l,rhap,rha,P
HETATM,29,C6,RAM,2,-8.408,-3.22,2.51,C,353.0,2,17.1,a,l,rhap,rha,P
HETATM,30,O2,RAM,2,-3.74,-2.139,2.436,O,353.0,2,-1.0,a,l,rhap,rha,P
HETATM,31,OH3,RAM,2,-3.797,-4.573,1.222,O,353.0,2,-1.0,a,l,rhap,rha,P
HETATM,32,OH4,RAM,2,-6.559,-5.151,1.049,O,353.0,2,-1.0,a,l,rhap,rha,P
HETATM,33,O5,RAM,2,-6.459,-2.622,3.781,O,353.0,2,-1.0,a,l,rhap,rha,P
