Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLC,5,8.338,-10.754,0.442,C,318.0,1,110.0,b,d,galf,gal,F
HETATM,2,C2,GLC,5,8.062,-11.972,-0.468,C,318.0,1,82.2,b,d,galf,gal,F
HETATM,3,C3,GLC,5,7.725,-13.204,0.398,C,318.0,1,78.0,b,d,galf,gal,F
HETATM,4,C4,GLC,5,8.824,-13.481,1.45,C,318.0,1,84.2,b,d,galf,gal,F
HETATM,5,C5,GLC,5,9.136,-12.2,2.281,C,318.0,1,70.5,b,d,galf,gal,F
HETATM,6,C6,GLC,5,10.36,-12.357,3.2,C,318.0,1,72.2,b,d,galf,gal,F
HETATM,7,O6,GLC,4,8.813,-9.677,-0.34,O,318.0,1,-1.0,b,d,galpnac,galnac,P
HETATM,8,OH2,GLC,5,6.98,-11.687,-1.349,O,318.0,1,-1.0,b,d,galf,gal,F
HETATM,9,OH3,GLC,5,7.581,-14.332,-0.453,O,318.0,1,-1.0,b,d,galf,gal,F
HETATM,10,OH4,GLC,5,8.366,-14.533,2.292,O,318.0,1,-1.0,b,d,galf,gal,F
HETATM,11,O5,GLC,5,9.389,-11.064,1.391,O,318.0,1,-1.0,b,d,galf,gal,F
HETATM,12,OH6,GLC,5,11.555,-12.456,2.43,O,318.0,1,-1.0,b,d,galf,gal,F
HETATM,13,HO2,GLC,5,7.142,-10.792,-1.666,H,318.0,1,-1.0,b,d,galf,gal,F
HETATM,14,HO3,GLC,5,7.129,-13.988,-1.231,H,318.0,1,-1.0,b,d,galf,gal,F
HETATM,15,HO4,GLC,5,8.003,-15.187,1.685,H,318.0,1,-1.0,b,d,galf,gal,F
HETATM,16,HO6,GLC,5,11.4,-11.905,1.655,H,318.0,1,-1.0,b,d,galf,gal,F
HETATM,17,H1,GLC,5,7.416,-10.448,0.979,H,318.0,1,5.09,b,d,galf,gal,F
HETATM,18,H2,GLC,5,8.974,-12.184,-1.061,H,318.0,1,4.1,b,d,galf,gal,F
HETATM,19,H3,GLC,5,6.762,-13.023,0.919,H,318.0,1,4.05,b,d,galf,gal,F
HETATM,20,H4,GLC,5,9.746,-13.806,0.927,H,318.0,1,4.05,b,d,galf,gal,F
HETATM,21,H5,GLC,5,8.257,-11.975,2.917,H,318.0,1,4.01,b,d,galf,gal,F
HETATM,22,H6S,GLC,5,10.431,-11.486,3.879,H,318.0,1,-1.0,b,d,galf,gal,F
