Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLB,1,1.749,0.525,3.714,C,333.0,2,104.9,b,d,galp1ome,gal,P
HETATM,2,C2,GLB,1,0.276,0.578,3.322,C,333.0,2,70.5,b,d,galp1ome,gal,P
HETATM,3,C3,GLB,1,-0.365,-0.8,3.326,C,333.0,2,81.5,b,d,galp1ome,gal,P
HETATM,4,C4,GLB,1,0.468,-1.773,2.524,C,333.0,2,67.6,b,d,galp1ome,gal,P
HETATM,5,C5,GLB,1,1.912,-1.757,3.025,C,333.0,2,76.1,b,d,galp1ome,gal,P
HETATM,6,C6,GLB,1,2.855,-2.678,2.283,C,333.0,2,62.1,b,d,galp1ome,gal,P
HETATM,7,OH2,GLB,1,-0.404,1.427,4.238,O,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,8,O3,GLB,1,-1.668,-0.702,2.74,O,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,9,O5,GLB,1,2.413,-0.42,2.866,O,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,10,OH6,GLB,1,2.92,-2.367,0.9,O,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,11,HO2,GLB,1,-0.577,2.383,3.894,H,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,12,HO6,GLB,1,3.798,-2.129,0.299,H,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,13,OH4,GLB,1,0.348,-1.354,1.17,O,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,14,HO4,GLB,1,-0.701,-1.378,0.873,H,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,15,H5,GLB,1,1.936,-2.068,4.033,H,333.0,2,3.69,b,d,galp1ome,gal,P
HETATM,16,H6S,GLB,1,3.783,-2.972,2.501,H,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,17,H6R,GLB,1,2.503,-3.664,2.371,H,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,18,H1,GLB,1,1.837,0.251,4.766,H,333.0,2,4.36,b,d,galp1ome,gal,P
HETATM,19,H2,GLB,1,0.222,1.001,2.32,H,333.0,2,3.61,b,d,galp1ome,gal,P
HETATM,20,H3,GLB,1,-0.441,-1.149,4.356,H,333.0,2,3.87,b,d,galp1ome,gal,P
HETATM,21,H4,GLB,1,0.13,-2.805,2.616,H,333.0,2,3.79,b,d,galp1ome,gal,P
HETATM,22,C1,CH3,3,3.622,1.866,4.043,C,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,23,H1,CH3,3,4.056,2.824,3.843,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,24,H2,CH3,3,4.243,1.099,3.629,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,25,H3,CH3,3,3.54,1.724,5.101,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,26,O1,GLB,1,2.324,1.796,3.45,O,333.0,2,-1.0,b,d,galp1ome,gal,P
HETATM,27,C1,FUC,2,-2.692,-1.511,3.303,C,333.0,2,102.0,b,l,fucp,fuc,P
HETATM,28,C2,FUC,2,-3.92,-1.649,2.38,C,333.0,2,71.8,b,l,fucp,fuc,P
HETATM,29,C3,FUC,2,-5.038,-2.424,3.089,C,333.0,2,74.2,b,l,fucp,fuc,P
HETATM,30,C4,FUC,2,-5.321,-1.817,4.471,C,333.0,2,72.4,b,l,fucp,fuc,P
HETATM,31,C5,FUC,2,-4.005,-1.731,5.258,C,333.0,2,72.5,b,l,fucp,fuc,P
HETATM,32,C6,FUC,2,-4.161,-1.128,6.659,C,333.0,2,16.6,b,l,fucp,fuc,P
HETATM,33,OH4,FUC,2,-5.871,-0.504,4.377,O,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,34,OH2,FUC,2,-3.482,-2.286,1.181,O,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,35,O5,FUC,2,-3.059,-0.924,4.55,O,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,36,OH3,FUC,2,-6.183,-2.479,2.243,O,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,37,H5,FUC,2,-3.6,-2.754,5.377,H,333.0,2,3.84,b,l,fucp,fuc,P
HETATM,38,H1,FUC,2,-2.28,-2.526,3.477,H,333.0,2,4.51,b,l,fucp,fuc,P
HETATM,39,H2,FUC,2,-4.283,-0.633,2.136,H,333.0,2,3.55,b,l,fucp,fuc,P
HETATM,40,HO2,FUC,2,-4.228,-2.251,0.567,H,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,41,H3,FUC,2,-4.667,-3.457,3.238,H,333.0,2,3.66,b,l,fucp,fuc,P
HETATM,42,HO3,FUC,2,-6.771,-3.144,2.624,H,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,43,H4,FUC,2,-6.033,-2.458,5.023,H,333.0,2,3.76,b,l,fucp,fuc,P
HETATM,44,HO4,FUC,2,-6.738,-0.601,3.96,H,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,45,1H6,FUC,2,-4.892,-1.682,7.267,H,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,46,2H6,FUC,2,-3.194,-1.147,7.187,H,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,47,3H6,FUC,2,-4.488,-0.078,6.597,H,333.0,2,-1.0,b,l,fucp,fuc,P
