Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GAL,1,-4.656,-1.255,-7.753,C,300.0,1,91.56,a,l,galp,gal,P
HETATM,2,C2,GAL,1,-3.74,-0.035,-7.748,C,300.0,1,77.26,a,l,galp,gal,P
HETATM,3,C3,GAL,1,-2.466,-0.28,-6.957,C,300.0,1,67.89,a,l,galp,gal,P
HETATM,4,C4,GAL,1,-1.805,-1.564,-7.404,C,300.0,1,79.61,a,l,galp,gal,P
HETATM,5,C5,GAL,1,-2.809,-2.715,-7.339,C,300.0,1,71.89,a,l,galp,gal,P
HETATM,6,C6,GAL,1,-2.272,-4.057,-7.786,C,300.0,1,61.45,a,l,galp,gal,P
HETATM,7,O2,GAL,1,-4.451,1.061,-7.186,O,300.0,1,-1.0,a,l,galp,gal,P
HETATM,8,OH3,GAL,1,-1.568,0.813,-7.182,O,300.0,1,-1.0,a,l,galp,gal,P
HETATM,9,O5,GAL,1,-3.904,-2.387,-8.21,O,300.0,1,-1.0,a,l,galp,gal,P
HETATM,10,OH6,GAL,1,-1.807,-4.021,-9.125,O,300.0,1,-1.0,a,l,galp,gal,P
HETATM,11,HO3,GAL,1,-1.561,1.327,-6.22,H,300.0,1,-1.0,a,l,galp,gal,P
HETATM,12,HO6,GAL,1,-2.107,-4.65,-9.964,H,300.0,1,-1.0,a,l,galp,gal,P
HETATM,13,OH1,GAL,1,-5.233,-1.585,-6.496,O,300.0,1,-1.0,a,l,galp,gal,P
HETATM,14,O4,GAL,1,-1.335,-1.314,-8.723,O,300.0,1,-1.0,a,l,galp,gal,P
HETATM,15,HO1,GAL,1,-4.442,-1.795,-5.776,H,300.0,1,-1.0,a,l,galp,gal,P
HETATM,16,H5,GAL,1,-3.127,-2.846,-6.341,H,300.0,1,4.193,a,l,galp,gal,P
HETATM,17,H6R,GAL,1,-2.653,-4.974,-7.693,H,300.0,1,-1.0,a,l,galp,gal,P
HETATM,18,H6S,GAL,1,-1.429,-4.324,-7.15,H,300.0,1,-1.0,a,l,galp,gal,P
HETATM,19,H1,GAL,1,-5.514,-1.063,-8.396,H,300.0,1,5.443,a,l,galp,gal,P
HETATM,20,H2,GAL,1,-3.487,0.185,-8.785,H,300.0,1,3.966,a,l,galp,gal,P
HETATM,21,H3,GAL,1,-2.717,-0.35,-5.899,H,300.0,1,3.963,a,l,galp,gal,P
HETATM,22,H4,GAL,1,-0.969,-1.86,-6.77,H,300.0,1,4.206,a,l,galp,gal,P
HETATM,23,C1,XYP,2,-4.975,2.024,-8.092,C,300.0,1,103.08,b,d,xylp,xyl,P
HETATM,24,C2,XYP,2,-5.943,2.975,-7.418,C,300.0,1,74.04,b,d,xylp,xyl,P
HETATM,25,C3,XYP,2,-6.463,3.973,-8.446,C,300.0,1,76.91,b,d,xylp,xyl,P
HETATM,26,C4,XYP,2,-5.288,4.726,-9.093,C,300.0,1,70.44,b,d,xylp,xyl,P
HETATM,27,C5,XYP,2,-4.309,3.671,-9.654,C,300.0,1,66.47,b,d,xylp,xyl,P
HETATM,28,OH2,XYP,2,-7.016,2.21,-6.848,O,300.0,1,-1.0,b,d,xylp,xyl,P
