Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,NGA,1,-12.053,-2.71,-0.058,C,343.0,2,103.58,b,d,galpnac,galnac,P
HETATM,2,C2,NGA,1,-11.024,-3.826,0.101,C,343.0,2,52.43,b,d,galpnac,galnac,P
HETATM,3,C3,NGA,1,-9.69,-3.304,0.606,C,343.0,2,80.24,b,d,galpnac,galnac,P
HETATM,4,C4,NGA,1,-9.228,-2.134,-0.232,C,343.0,2,69.12,b,d,galpnac,galnac,P
HETATM,5,C5,NGA,1,-10.327,-1.074,-0.293,C,343.0,2,75.49,b,d,galpnac,galnac,P
HETATM,6,C6,NGA,1,-9.993,0.144,-1.127,C,343.0,2,61.68,b,d,galpnac,galnac,P
HETATM,7,OH1,NGA,1,-13.144,-3.222,-0.738,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,8,O3,NGA,1,-8.722,-4.357,0.518,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,9,O5,NGA,1,-11.487,-1.683,-0.883,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,10,OH6,NGA,1,-9.706,-0.198,-2.474,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,11,HO1,NGA,1,-13.966,-2.655,-0.302,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,12,HO6,NGA,1,-10.176,0.176,-3.383,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,13,OH4,NGA,1,-8.912,-2.678,-1.507,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,14,HO4,NGA,1,-8.131,-3.431,-1.398,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,15,H5,NGA,1,-10.523,-0.716,0.679,H,343.0,2,3.63,b,d,galpnac,galnac,P
HETATM,16,H6S,NGA,1,-10.451,1.027,-1.201,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,17,H6R,NGA,1,-9.137,0.602,-0.725,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,18,H1,NGA,1,-12.33,-2.328,0.925,H,343.0,2,4.74,b,d,galpnac,galnac,P
HETATM,19,H2,NGA,1,-10.889,-4.284,-0.879,H,343.0,2,4.05,b,d,galpnac,galnac,P
HETATM,20,H3,NGA,1,-9.806,-2.986,1.642,H,343.0,2,3.88,b,d,galpnac,galnac,P
HETATM,21,H4,NGA,1,-8.35,-1.633,0.177,H,343.0,2,4.07,b,d,galpnac,galnac,P
HETATM,22,N2,NGA,1,-11.549,-4.804,1.027,N,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,23,CO2,NGA,1,-11.345,-6.141,0.801,C,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,24,CM2,NGA,1,-11.958,-7.046,1.852,C,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,25,OC2,NGA,1,-10.736,-6.589,-0.152,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,26,HN2,NGA,1,-12.076,-4.497,1.857,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,27,1HM2,NGA,1,-11.754,-8.117,1.623,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,28,2HM2,NGA,1,-13.063,-6.905,1.885,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,29,3HM2,NGA,1,-11.531,-6.82,2.855,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,30,C1,GLB,2,-8.1,-4.739,1.693,C,343.0,2,105.4,b,d,galp,gal,P
HETATM,31,C2,GLB,2,-7.199,-5.932,1.389,C,343.0,2,71.83,b,d,galp,gal,P
HETATM,32,C3,GLB,2,-6.281,-6.264,2.553,C,343.0,2,80.24,b,d,galp,gal,P
HETATM,33,C4,GLB,2,-5.552,-5.026,3.023,C,343.0,2,74.83,b,d,galp,gal,P
HETATM,34,C5,GLB,2,-6.558,-3.915,3.322,C,343.0,2,76.36,b,d,galp,gal,P
HETATM,35,C6,GLB,2,-5.948,-2.608,3.781,C,343.0,2,61.92,b,d,galp,gal,P
HETATM,36,OH2,GLB,2,-8.021,-7.053,1.09,O,343.0,2,-1.0,b,d,galp,gal,P
HETATM,37,O3,GLB,2,-5.323,-7.237,2.119,O,343.0,2,-1.0,b,d,galp,gal,P
HETATM,38,O5,GLB,2,-7.278,-3.641,2.109,O,343.0,2,-1.0,b,d,galp,gal,P
HETATM,39,OH6,GLB,2,-5.052,-2.075,2.819,O,343.0,2,-1.0,b,d,galp,gal,P
HETATM,40,HO2,GLB,2,-8.133,-7.25,0.084,H,343.0,2,-1.0,b,d,galp,gal,P
HETATM,41,HO6,GLB,2,-5.071,-1.092,2.348,H,343.0,2,-1.0,b,d,galp,gal,P
HETATM,42,O4,GLB,2,-4.652,-4.691,1.974,O,343.0,2,-1.0,b,d,galp,gal,P
HETATM,43,H5,GLB,2,-7.202,-4.224,4.099,H,343.0,2,3.68,b,d,galp,gal,P
HETATM,44,H6S,GLB,2,-6.369,-1.799,4.184,H,343.0,2,-1.0,b,d,galp,gal,P
HETATM,45,H6R,GLB,2,-5.402,-2.783,4.662,H,343.0,2,-1.0,b,d,galp,gal,P
HETATM,46,H1,GLB,2,-8.821,-5.014,2.463,H,343.0,2,4.46,b,d,galp,gal,P
HETATM,47,H2,GLB,2,-6.6,-5.672,0.516,H,343.0,2,3.61,b,d,galp,gal,P
HETATM,48,H3,GLB,2,-6.881,-6.666,3.37,H,343.0,2,3.78,b,d,galp,gal,P
HETATM,49,H4,GLB,2,-4.993,-5.181,3.946,H,343.0,2,4.19,b,d,galp,gal,P
HETATM,50,C1,NGA,3,-4.778,-8.059,3.09,C,343.0,2,103.58,b,d,galpnac,galnac,P
HETATM,51,C2,NGA,3,-5.402,-9.444,2.946,C,343.0,2,52.43,b,d,galpnac,galnac,P
HETATM,52,C3,NGA,3,-4.688,-10.483,3.794,C,343.0,2,80.24,b,d,galpnac,galnac,P
HETATM,53,C4,NGA,3,-3.198,-10.433,3.548,C,343.0,2,69.12,b,d,galpnac,galnac,P
HETATM,54,C5,NGA,3,-2.686,-9.007,3.75,C,343.0,2,75.49,b,d,galpnac,galnac,P
HETATM,55,C6,NGA,3,-1.204,-8.821,3.509,C,343.0,2,61.68,b,d,galpnac,galnac,P
HETATM,56,OH3,NGA,3,-5.18,-11.781,3.441,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,57,O5,NGA,3,-3.375,-8.161,2.815,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,58,OH6,NGA,3,-0.832,-9.186,2.189,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,59,HO3,NGA,3,-5.753,-12.075,4.32,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,60,HO6,NGA,3,-0.316,-8.585,1.44,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,61,OH4,NGA,3,-3.014,-10.905,2.219,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,62,HO4,NGA,3,-3.404,-11.919,2.136,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,63,H5,NGA,3,-2.858,-8.71,4.747,H,343.0,2,3.63,b,d,galpnac,galnac,P
HETATM,64,H6S,NGA,3,-0.601,-8.054,3.719,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,65,H6R,NGA,3,-0.674,-9.441,4.172,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,66,H1,NGA,3,-4.963,-7.68,4.095,H,343.0,2,4.74,b,d,galpnac,galnac,P
HETATM,67,H2,NGA,3,-5.333,-9.723,1.894,H,343.0,2,4.05,b,d,galpnac,galnac,P
HETATM,68,H3,NGA,3,-4.891,-10.277,4.845,H,343.0,2,3.88,b,d,galpnac,galnac,P
HETATM,69,H4,NGA,3,-2.628,-11.056,4.238,H,343.0,2,4.07,b,d,galpnac,galnac,P
HETATM,70,N2,NGA,3,-6.791,-9.364,3.337,N,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,71,CO2,NGA,3,-7.741,-10.066,2.641,C,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,72,CM2,NGA,3,-9.153,-9.879,3.163,C,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,73,OC2,NGA,3,-7.503,-10.778,1.685,O,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,74,HN2,NGA,3,-7.067,-8.779,4.139,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,75,1HM2,NGA,3,-9.88,-10.478,2.568,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,76,2HM2,NGA,3,-9.451,-8.807,3.094,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,77,3HM2,NGA,3,-9.222,-10.209,4.225,H,343.0,2,-1.0,b,d,galpnac,galnac,P
HETATM,78,C1,GLA,4,-3.325,-5.19,2.078,C,343.0,2,99.48,a,d,galp,gal,P
HETATM,79,C2,GLA,4,-2.265,-4.153,2.434,C,343.0,2,69.56,a,d,galp,gal,P
HETATM,80,C3,GLA,4,-2.054,-3.146,1.315,C,343.0,2,70.17,a,d,galp,gal,P
HETATM,81,C4,GLA,4,-1.827,-3.855,0.0,C,343.0,2,77.8,a,d,galp,gal,P
HETATM,82,C5,GLA,4,-2.964,-4.844,-0.259,C,343.0,2,70.69,a,d,galp,gal,P
HETATM,83,C6,GLA,4,-2.839,-5.638,-1.541,C,343.0,2,61.49,a,d,galp,gal,P
