Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLB,1,2.184,-2.724,22.185,C,353.0,2,104.8,b,d,galp,gal,P
HETATM,2,C2,GLB,1,1.898,-2.948,20.703,C,353.0,2,70.3,b,d,galp,gal,P
HETATM,3,C3,GLB,1,3.174,-3.076,19.889,C,353.0,2,78.5,b,d,galp,gal,P
HETATM,4,C4,GLB,1,4.109,-1.925,20.185,C,353.0,2,66.1,b,d,galp,gal,P
HETATM,5,C5,GLB,1,4.341,-1.821,21.693,C,353.0,2,75.4,b,d,galp,gal,P
HETATM,6,C6,GLB,1,5.246,-0.687,22.122,C,353.0,2,61.4,b,d,galp,gal,P
HETATM,7,OH1,GLB,1,0.996,-2.382,22.808,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,8,OH2,GLB,1,1.12,-4.13,20.567,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,9,O3,GLB,1,2.835,-3.058,18.497,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,10,O5,GLB,1,3.064,-1.601,22.315,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,11,OH6,GLB,1,4.742,0.576,21.716,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,12,HO1,GLB,1,1.128,-2.818,23.798,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,13,HO2,GLB,1,0.109,-3.97,20.442,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,14,HO6,GLB,1,4.524,1.448,22.333,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,15,OH4,GLB,1,3.481,-0.772,19.64,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,16,HO4,GLB,1,3.335,-0.909,18.569,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,17,H5,GLB,1,4.799,-2.705,22.039,H,353.0,2,3.68,b,d,galp,gal,P
HETATM,18,H6S,GLB,1,5.679,-0.496,23.0,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,19,H6R,GLB,1,6.185,-0.815,21.668,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,20,H1,GLB,1,2.621,-3.627,22.611,H,353.0,2,4.696,b,d,galp,gal,P
HETATM,21,H2,GLB,1,1.326,-2.089,20.35,H,353.0,2,3.77,b,d,galp,gal,P
HETATM,22,H3,GLB,1,3.662,-4.016,20.146,H,353.0,2,3.78,b,d,galp,gal,P
HETATM,23,H4,GLB,1,5.095,-2.048,19.738,H,353.0,2,4.11,b,d,galp,gal,P
HETATM,24,C1,GLA,2,3.62,-3.868,17.631,C,353.0,2,96.0,a,d,galp,gal,P
HETATM,25,C2,GLA,2,3.494,-3.544,16.145,C,353.0,2,74.6,a,d,galp,gal,P
HETATM,26,C3,GLA,2,2.116,-3.881,15.602,C,353.0,2,69.8,a,d,galp,gal,P
HETATM,27,C4,GLA,2,1.731,-5.294,15.975,C,353.0,2,70.3,a,d,galp,gal,P
HETATM,28,C5,GLA,2,1.869,-5.488,17.485,C,353.0,2,71.6,a,d,galp,gal,P
HETATM,29,C6,GLA,2,1.533,-6.877,17.983,C,353.0,2,61.4,a,d,galp,gal,P
HETATM,30,O2,GLA,2,3.758,-2.159,15.962,O,353.0,2,-1.0,a,d,galp,gal,P
HETATM,31,OH3,GLA,2,2.143,-3.762,14.175,O,353.0,2,-1.0,a,d,galp,gal,P
