Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GAL,1,-4.702,-1.545,-7.107,C,300.0,1,97.44,b,l,galp,gal,P
HETATM,2,C2,GAL,1,-3.913,-0.252,-7.286,C,300.0,1,80.33,b,l,galp,gal,P
HETATM,3,C3,GAL,1,-2.529,-0.338,-6.665,C,300.0,1,71.66,b,l,galp,gal,P
HETATM,4,C4,GAL,1,-1.814,-1.584,-7.136,C,300.0,1,78.45,b,l,galp,gal,P
HETATM,5,C5,GAL,1,-2.689,-2.812,-6.879,C,300.0,1,76.13,b,l,galp,gal,P
HETATM,6,C6,GAL,1,-2.091,-4.126,-7.331,C,300.0,1,61.83,b,l,galp,gal,P
HETATM,7,OH1,GAL,1,-5.837,-1.471,-7.896,O,300.0,1,-1.0,b,l,galp,gal,P
HETATM,8,O2,GAL,1,-4.644,0.809,-6.685,O,300.0,1,-1.0,b,l,galp,gal,P
HETATM,9,OH3,GAL,1,-1.775,0.814,-7.061,O,300.0,1,-1.0,b,l,galp,gal,P
HETATM,10,O5,GAL,1,-3.914,-2.633,-7.608,O,300.0,1,-1.0,b,l,galp,gal,P
HETATM,11,OH6,GAL,1,-1.81,-4.131,-8.722,O,300.0,1,-1.0,b,l,galp,gal,P
HETATM,12,HO1,GAL,1,-6.557,-2.039,-7.307,H,300.0,1,-1.0,b,l,galp,gal,P
HETATM,13,HO3,GAL,1,-1.691,1.383,-6.136,H,300.0,1,-1.0,b,l,galp,gal,P
HETATM,14,HO6,GAL,1,-2.158,-4.832,-9.48,H,300.0,1,-1.0,b,l,galp,gal,P
HETATM,15,O4,GAL,1,-1.547,-1.373,-8.517,O,300.0,1,-1.0,b,l,galp,gal,P
HETATM,16,H5,GAL,1,-2.859,-2.91,-5.843,H,300.0,1,3.772,b,l,galp,gal,P
HETATM,17,H6R,GAL,1,-2.369,-5.066,-7.144,H,300.0,1,-1.0,b,l,galp,gal,P
HETATM,18,H6S,GAL,1,-1.183,-4.276,-6.822,H,300.0,1,-1.0,b,l,galp,gal,P
HETATM,19,H1,GAL,1,-4.948,-1.679,-6.054,H,300.0,1,4.775,b,l,galp,gal,P
HETATM,20,H2,GAL,1,-3.82,-0.073,-8.357,H,300.0,1,3.634,b,l,galp,gal,P
HETATM,21,H3,GAL,1,-2.632,-0.366,-5.58,H,300.0,1,3.715,b,l,galp,gal,P
HETATM,22,H4,GAL,1,-0.878,-1.767,-6.608,H,300.0,1,4.13,b,l,galp,gal,P
HETATM,23,C1,XYP,2,-5.17,1.804,-7.554,C,300.0,1,103.99,b,d,xylp,xyl,P
HETATM,24,C2,XYP,2,-6.063,2.787,-6.824,C,300.0,1,74.04,b,d,xylp,xyl,P
HETATM,25,C3,XYP,2,-6.59,3.818,-7.816,C,300.0,1,76.91,b,d,xylp,xyl,P
HETATM,26,C4,XYP,2,-5.417,4.529,-8.511,C,300.0,1,70.44,b,d,xylp,xyl,P
HETATM,27,C5,XYP,2,-4.512,3.442,-9.131,C,300.0,1,66.47,b,d,xylp,xyl,P
HETATM,28,OH2,XYP,2,-7.139,2.06,-6.21,O,300.0,1,-1.0,b,d,xylp,xyl,P
HETATM,29,OH3,XYP,2,-7.408,4.771,-7.133,O,300.0,1,-1.0,b,d,xylp,xyl,P
HETATM,30,O5,XYP,2,-4.087,2.483,-8.165,O,300.0,1,-1.0,b,d,xylp,xyl,P
HETATM,31,HO2,XYP,2,-7.892,2.734,-5.801,H,300.0,1,-1.0,b,d,xylp,xyl,P
