Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLC,1,-1.124,4.182,4.062,C,333.0,2,104.2,b,d,glcp1ome,glc,P
HETATM,2,C2,GLC,1,-2.513,4.079,3.393,C,333.0,2,72.9,b,d,glcp1ome,glc,P
HETATM,3,C3,GLC,1,-2.833,2.601,3.084,C,333.0,2,86.1,b,d,glcp1ome,glc,P
HETATM,4,C4,GLC,1,-1.716,1.938,2.245,C,333.0,2,70.2,b,d,glcp1ome,glc,P
HETATM,5,C5,GLC,1,-0.322,2.149,2.908,C,333.0,2,76.8,b,d,glcp1ome,glc,P
HETATM,6,C6,GLC,1,0.848,1.691,2.019,C,333.0,2,61.9,b,d,glcp1ome,glc,P
HETATM,7,OH2,GLC,1,-3.51,4.622,4.254,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,8,O3,GLC,1,-4.064,2.542,2.376,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,9,OH4,GLC,1,-2.021,0.552,2.132,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,10,O5,GLC,1,-0.115,3.565,3.223,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,11,OH6,GLC,1,0.976,2.543,0.883,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,12,HO2,GLC,1,-3.127,5.435,4.6,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,13,HO4,GLC,1,-2.96,0.528,1.921,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,14,HO6,GLC,1,0.708,3.415,1.193,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,15,H1,GLC,1,-1.133,3.704,5.064,H,333.0,2,4.43,b,d,glcp1ome,glc,P
HETATM,16,H2,GLC,1,-2.492,4.653,2.446,H,333.0,2,3.36,b,d,glcp1ome,glc,P
HETATM,17,H3,GLC,1,-2.944,2.05,4.041,H,333.0,2,3.72,b,d,glcp1ome,glc,P
HETATM,18,H4,GLC,1,-1.709,2.394,1.235,H,333.0,2,3.61,b,d,glcp1ome,glc,P
HETATM,19,H5,GLC,1,-0.29,1.559,3.846,H,333.0,2,3.48,b,d,glcp1ome,glc,P
HETATM,20,H6S,GLC,1,1.789,1.709,2.601,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,21,H6R,GLC,1,0.71,0.641,1.694,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,22,C1,CH3,3,0.318,5.669,5.122,C,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,23,H1,CH3,3,0.595,6.699,5.216,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,24,H2,CH3,3,1.156,5.104,4.774,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,25,H3,CH3,3,0.007,5.294,6.075,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,26,O1,GLC,1,-0.756,5.548,4.188,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,27,C1,FUC,2,-5.087,1.724,2.927,C,333.0,2,104.2,b,l,fucp,fuc,P
HETATM,28,C2,FUC,2,-6.285,1.542,1.972,C,333.0,2,72.2,b,l,fucp,fuc,P
HETATM,29,C3,FUC,2,-7.408,0.76,2.666,C,333.0,2,74.0,b,l,fucp,fuc,P
HETATM,30,C4,FUC,2,-7.743,1.391,4.026,C,333.0,2,72.2,b,l,fucp,fuc,P
HETATM,31,C5,FUC,2,-6.452,1.521,4.848,C,333.0,2,72.4,b,l,fucp,fuc,P
HETATM,32,C6,FUC,2,-6.66,2.151,6.23,C,333.0,2,16.5,b,l,fucp,fuc,P
HETATM,33,OH4,FUC,2,-8.315,2.691,3.887,O,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,34,OH2,FUC,2,-5.8,0.889,0.801,O,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,35,O5,FUC,2,-5.502,2.331,4.15,O,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,36,OH3,FUC,2,-8.526,0.665,1.79,O,333.0,2,-1.0,b,l,fucp,fuc,P
HETATM,37,H5,FUC,2,-6.031,0.508,5.001,H,333.0,2,3.83,b,l,fucp,fuc,P
HETATM,38,H1,FUC,2,-4.662,0.722,3.135,H,333.0,2,4.62,b,l,fucp,fuc,P
