Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLC,1,-3.375,0.657,3.471,C,333.0,2,103.4,b,d,glcp1ome,glc,P
HETATM,2,C2,GLC,1,-2.02,0.305,2.819,C,333.0,2,81.0,b,d,glcp1ome,glc,P
HETATM,3,C3,GLC,1,-2.237,-0.725,1.69,C,333.0,2,76.8,b,d,glcp1ome,glc,P
HETATM,4,C4,GLC,1,-2.998,-1.973,2.194,C,333.0,2,70.6,b,d,glcp1ome,glc,P
HETATM,5,C5,GLC,1,-4.311,-1.566,2.928,C,333.0,2,77.3,b,d,glcp1ome,glc,P
HETATM,6,C6,GLC,1,-5.006,-2.747,3.628,C,333.0,2,61.9,b,d,glcp1ome,glc,P
HETATM,7,O2,GLC,1,-1.412,1.481,2.293,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,8,OH3,GLC,1,-0.969,-1.112,1.178,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,9,OH4,GLC,1,-3.281,-2.795,1.067,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,10,O5,GLC,1,-4.033,-0.546,3.943,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,11,OH6,GLC,1,-4.229,-3.201,4.733,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,12,HO3,GLC,1,-0.455,-0.297,1.174,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,13,HO4,GLC,1,-2.457,-2.813,0.569,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,14,HO6,GLC,1,-3.801,-2.41,5.08,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,15,H1,GLC,1,-4.03,1.194,2.754,H,333.0,2,4.42,b,d,glcp1ome,glc,P
HETATM,16,H2,GLC,1,-1.36,-0.137,3.592,H,333.0,2,3.36,b,d,glcp1ome,glc,P
HETATM,17,H3,GLC,1,-2.821,-0.247,0.876,H,333.0,2,3.59,b,d,glcp1ome,glc,P
HETATM,18,H4,GLC,1,-2.348,-2.529,2.898,H,333.0,2,3.39,b,d,glcp1ome,glc,P
HETATM,19,H5,GLC,1,-5.015,-1.151,2.179,H,333.0,2,3.46,b,d,glcp1ome,glc,P
HETATM,20,H6S,GLC,1,-6.006,-2.434,3.985,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,21,H6R,GLC,1,-5.182,-3.578,2.918,H,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,22,C1,CH3,3,-4.381,2.098,4.997,C,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,23,H1,CH3,3,-4.216,2.708,5.861,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,24,H2,CH3,3,-5.111,1.35,5.222,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,25,H3,CH3,3,-4.734,2.707,4.19,H,333.0,2,-1.0,missing_a_b,missing_L_D,missing_mono,missing_refornulated_mono,missing_p_f
HETATM,26,O1,GLC,1,-3.156,1.467,4.617,O,333.0,2,-1.0,b,d,glcp1ome,glc,P
HETATM,27,C1,RAM,2,-0.111,1.798,2.762,C,333.0,2,102.5,a,l,rhap,rha,P
HETATM,28,C2,RAM,2,0.594,2.786,1.797,C,333.0,2,71.3,a,l,rhap,rha,P
HETATM,29,C3,RAM,2,0.045,4.226,1.938,C,333.0,2,71.3,a,l,rhap,rha,P
HETATM,30,C4,RAM,2,-0.027,4.693,3.41,C,333.0,2,73.1,a,l,rhap,rha,P
HETATM,31,C5,RAM,2,-0.829,3.666,4.255,C,333.0,2,69.9,a,l,rhap,rha,P
HETATM,32,C6,RAM,2,-0.824,3.991,5.754,C,333.0,2,17.5,a,l,rhap,rha,P
HETATM,33,OH2,RAM,2,1.993,2.806,2.062,O,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,34,OH3,RAM,2,0.869,5.135,1.217,O,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,35,OH4,RAM,2,-0.636,5.983,3.455,O,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,36,O5,RAM,2,-0.249,2.337,4.109,O,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,37,H1,RAM,2,0.484,0.866,2.812,H,333.0,2,5.03,a,l,rhap,rha,P
HETATM,38,H2,RAM,2,0.443,2.44,0.756,H,333.0,2,4.04,a,l,rhap,rha,P
HETATM,39,H3,RAM,2,-0.977,4.25,1.508,H,333.0,2,3.76,a,l,rhap,rha,P
HETATM,40,H4,RAM,2,1.005,4.754,3.812,H,333.0,2,3.46,a,l,rhap,rha,P
HETATM,41,H5,RAM,2,-1.879,3.645,3.897,H,333.0,2,3.89,a,l,rhap,rha,P
HETATM,42,1H6,RAM,2,-1.371,3.217,6.323,H,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,43,2H6,RAM,2,-1.304,4.96,5.978,H,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,44,3H6,RAM,2,0.205,4.016,6.157,H,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,45,HO2,RAM,2,2.268,3.677,1.757,H,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,46,HO3,RAM,2,0.554,6.005,1.485,H,333.0,2,-1.0,a,l,rhap,rha,P
HETATM,47,HO4,RAM,2,-0.759,6.183,4.387,H,333.0,2,-1.0,a,l,rhap,rha,P
