Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,RAM,1,4.178,-2.939,-1.064,C,343.0,2,94.84,a,l,rhap,rha,P
HETATM,2,C2,RAM,1,2.696,-2.999,-1.514,C,343.0,2,71.81,a,l,rhap,rha,P
HETATM,3,C3,RAM,1,1.737,-3.22,-0.319,C,343.0,2,71.0,a,l,rhap,rha,P
HETATM,4,C4,RAM,1,2.022,-2.26,0.858,C,343.0,2,73.19,a,l,rhap,rha,P
HETATM,5,C5,RAM,1,3.516,-2.355,1.271,C,343.0,2,69.12,a,l,rhap,rha,P
HETATM,6,C6,RAM,1,3.907,-1.329,2.342,C,343.0,2,17.67,a,l,rhap,rha,P
HETATM,7,OH1,RAM,1,4.662,-4.237,-0.756,O,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,8,OH2,RAM,1,2.338,-1.783,-2.164,O,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,9,OH3,RAM,1,0.388,-3.033,-0.735,O,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,10,OH4,RAM,1,1.165,-2.599,1.948,O,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,11,O5,RAM,1,4.37,-2.107,0.117,O,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,12,H1,RAM,1,4.783,-2.524,-1.894,H,343.0,2,5.12,a,l,rhap,rha,P
HETATM,13,H2,RAM,1,2.573,-3.828,-2.236,H,343.0,2,3.92,a,l,rhap,rha,P
HETATM,14,H3,RAM,1,1.861,-4.263,0.035,H,343.0,2,3.81,a,l,rhap,rha,P
HETATM,15,H4,RAM,1,1.811,-1.223,0.527,H,343.0,2,3.45,a,l,rhap,rha,P
HETATM,16,H5,RAM,1,3.72,-3.373,1.661,H,343.0,2,3.86,a,l,rhap,rha,P
HETATM,17,1H6,RAM,1,4.984,-1.403,2.579,H,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,18,2H6,RAM,1,3.355,-1.473,3.287,H,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,19,3H6,RAM,1,3.727,-0.295,1.994,H,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,20,HO1,RAM,1,5.366,-4.068,-0.127,H,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,21,HO2,RAM,1,1.385,-1.728,-2.031,H,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,22,HO3,RAM,1,-0.115,-3.033,0.086,H,343.0,2,-1.0,a,l,rhap,rha,P
HETATM,23,HO4,RAM,1,1.452,-2.055,2.687,H,343.0,2,-1.0,a,l,rhap,rha,P
