Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,IDE,1,1.033,-0.888,0.501,C,343.0,2,93.7,b,d,idop,ido,P
HETATM,2,C2,IDE,1,0.391,-0.678,1.869,C,343.0,2,71.4,b,d,idop,ido,P
HETATM,3,C3,IDE,1,-1.116,-0.871,1.828,C,343.0,2,71.3,b,d,idop,ido,P
HETATM,4,C4,IDE,1,-1.724,-0.053,0.712,C,343.0,2,69.5,b,d,idop,ido,P
HETATM,5,C5,IDE,1,-1.019,-0.37,-0.607,C,343.0,2,76.3,b,d,idop,ido,P
HETATM,6,C6,IDE,1,-1.525,0.407,-1.803,C,343.0,2,62.9,b,d,idop,ido,P
HETATM,7,OH1,IDE,1,2.349,-0.464,0.572,O,343.0,2,-1.0,b,d,idop,ido,P
HETATM,8,O5,IDE,1,0.371,-0.043,-0.448,O,343.0,2,-1.0,b,d,idop,ido,P
HETATM,9,OH6,IDE,1,-1.394,1.808,-1.619,O,343.0,2,-1.0,b,d,idop,ido,P
HETATM,10,HO1,IDE,1,2.842,-1.145,-0.121,H,343.0,2,-1.0,b,d,idop,ido,P
HETATM,11,HO6,IDE,1,-0.878,2.529,-2.252,H,343.0,2,-1.0,b,d,idop,ido,P
HETATM,12,OH2,IDE,1,0.689,0.639,2.315,O,343.0,2,-1.0,b,d,idop,ido,P
HETATM,13,OH3,IDE,1,-1.328,-2.255,1.577,O,343.0,2,-1.0,b,d,idop,ido,P
HETATM,14,OH4,IDE,1,-1.573,1.305,1.107,O,343.0,2,-1.0,b,d,idop,ido,P
HETATM,15,HO2,IDE,1,0.25,1.364,1.63,H,343.0,2,-1.0,b,d,idop,ido,P
HETATM,16,HO3,IDE,1,-2.398,-2.455,1.524,H,343.0,2,-1.0,b,d,idop,ido,P
HETATM,17,HO4,IDE,1,-2.088,1.467,2.055,H,343.0,2,-1.0,b,d,idop,ido,P
HETATM,18,H5,IDE,1,-1.158,-1.389,-0.843,H,343.0,2,3.99,b,d,idop,ido,P
HETATM,19,H6S,IDE,1,-1.357,0.282,-2.779,H,343.0,2,-1.0,b,d,idop,ido,P
HETATM,20,H6R,IDE,1,-2.546,0.197,-1.934,H,343.0,2,-1.0,b,d,idop,ido,P
HETATM,21,H1,IDE,1,0.959,-1.939,0.222,H,343.0,2,5.05,b,d,idop,ido,P
HETATM,22,H2,IDE,1,0.833,-1.407,2.549,H,343.0,2,3.67,b,d,idop,ido,P
HETATM,23,H3,IDE,1,-1.558,-0.576,2.779,H,343.0,2,4.05,b,d,idop,ido,P
HETATM,24,H4,IDE,1,-2.78,-0.269,0.547,H,343.0,2,3.64,b,d,idop,ido,P
