Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,IDE,1,1.374,-0.843,0.501,C,343.0,2,94.4,a,d,idop,ido,P
HETATM,2,C2,IDE,1,0.732,-0.633,1.869,C,343.0,2,74.5,a,d,idop,ido,P
HETATM,3,C3,IDE,1,-0.774,-0.827,1.828,C,343.0,2,73.5,a,d,idop,ido,P
HETATM,4,C4,IDE,1,-1.383,-0.008,0.712,C,343.0,2,71.9,a,d,idop,ido,P
HETATM,5,C5,IDE,1,-0.678,-0.325,-0.607,C,343.0,2,74.5,a,d,idop,ido,P
HETATM,6,C6,IDE,1,-1.184,0.452,-1.803,C,343.0,2,60.1,a,d,idop,ido,P
HETATM,7,O5,IDE,1,0.712,0.002,-0.448,O,343.0,2,-1.0,a,d,idop,ido,P
HETATM,8,OH6,IDE,1,-1.053,1.853,-1.619,O,343.0,2,-1.0,a,d,idop,ido,P
HETATM,9,HO6,IDE,1,-0.537,2.574,-2.252,H,343.0,2,-1.0,a,d,idop,ido,P
HETATM,10,OH1,IDE,1,1.334,-2.177,0.01,O,343.0,2,-1.0,a,d,idop,ido,P
HETATM,11,OH2,IDE,1,1.03,0.684,2.315,O,343.0,2,-1.0,a,d,idop,ido,P
HETATM,12,OH3,IDE,1,-0.987,-2.21,1.577,O,343.0,2,-1.0,a,d,idop,ido,P
HETATM,13,OH4,IDE,1,-1.232,1.349,1.107,O,343.0,2,-1.0,a,d,idop,ido,P
HETATM,14,HO1,IDE,1,0.297,-2.5,-0.082,H,343.0,2,-1.0,a,d,idop,ido,P
HETATM,15,HO2,IDE,1,0.591,1.408,1.63,H,343.0,2,-1.0,a,d,idop,ido,P
HETATM,16,HO3,IDE,1,-2.057,-2.411,1.524,H,343.0,2,-1.0,a,d,idop,ido,P
HETATM,17,HO4,IDE,1,-1.746,1.512,2.055,H,343.0,2,-1.0,a,d,idop,ido,P
HETATM,18,H5,IDE,1,-0.817,-1.344,-0.843,H,343.0,2,4.15,a,d,idop,ido,P
HETATM,19,H6S,IDE,1,-1.016,0.327,-2.779,H,343.0,2,-1.0,a,d,idop,ido,P
HETATM,20,H6R,IDE,1,-2.205,0.241,-1.934,H,343.0,2,-1.0,a,d,idop,ido,P
HETATM,21,H1,IDE,1,2.439,-0.615,0.56,H,343.0,2,4.97,a,d,idop,ido,P
HETATM,22,H4,IDE,1,-2.439,-0.224,0.547,H,343.0,2,3.79,a,d,idop,ido,P
HETATM,23,H2,IDE,1,1.174,-1.362,2.549,H,343.0,2,3.39,a,d,idop,ido,P
HETATM,24,H3,IDE,1,-1.217,-0.531,2.779,H,343.0,2,3.67,a,d,idop,ido,P
