Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,GLB,1,1.422,-14.35,9.741,C,353.0,2,104.8,b,d,galp,gal,P
HETATM,2,C2,GLB,1,0.759,-12.985,9.898,C,353.0,2,70.3,b,d,galp,gal,P
HETATM,3,C3,GLB,1,-0.484,-12.852,9.034,C,353.0,2,78.5,b,d,galp,gal,P
HETATM,4,C4,GLB,1,-0.182,-13.248,7.607,C,353.0,2,66.1,b,d,galp,gal,P
HETATM,5,C5,GLB,1,0.45,-14.64,7.577,C,353.0,2,75.4,b,d,galp,gal,P
HETATM,6,C6,GLB,1,0.822,-15.142,6.2,C,353.0,2,61.4,b,d,galp,gal,P
HETATM,7,OH1,GLB,1,2.657,-14.305,10.363,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,8,OH2,GLB,1,0.416,-12.804,11.266,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,9,O3,GLB,1,-0.918,-11.487,9.061,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,10,O5,GLB,1,1.662,-14.584,8.348,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,11,OH6,GLB,1,1.745,-14.281,5.553,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,12,HO1,GLB,1,2.763,-15.326,10.728,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,13,HO2,GLB,1,1.077,-12.224,11.804,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,14,HO6,GLB,1,2.724,-14.525,5.139,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,15,OH4,GLB,1,0.682,-12.237,7.104,O,353.0,2,-1.0,b,d,galp,gal,P
HETATM,16,HO4,GLB,1,0.181,-11.27,7.159,H,353.0,2,-1.0,b,d,galp,gal,P
HETATM,17,H5,GLB,1,-0.232,-15.343,7.969,H,353.0,2,3.68,b,d,galp,gal,P
