Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,atoms_simplify,temperature_f,temperature_label,labels,bound_AB,fischer_projection_DL,origin_mono,reformulated_standard_mono,carbon_number_PF
HETATM,1,C1,NAG,1,-2.628,-10.435,6.152,C,323.0,1,103.5,b,d,glcpnac,glcnac,P
HETATM,2,C2,NAG,1,-1.233,-10.26,5.47,C,323.0,1,76.5,b,d,glcpnac,glcnac,P
HETATM,3,C3,NAG,1,-1.092,-8.805,4.927,C,323.0,1,72.9,b,d,glcpnac,glcnac,P
HETATM,4,C4,NAG,1,-2.283,-8.414,4.027,C,323.0,1,68.3,b,d,glcpnac,glcnac,P
HETATM,5,C5,NAG,1,-3.629,-8.639,4.768,C,323.0,1,77.4,b,d,glcpnac,glcnac,P
HETATM,6,C6,NAG,1,-4.853,-8.362,3.874,C,323.0,1,62.4,b,d,glcpnac,glcnac,P
HETATM,7,CO2,NAG,1,0.919,-11.297,6.117,C,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,8,CM2,NAG,1,1.986,-11.41,7.186,C,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,9,OH1,NAG,1,-2.879,-11.803,6.438,O,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,10,O3,NAG,1,0.103,-8.634,4.16,O,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,11,OH4,NAG,1,-2.116,-7.051,3.654,O,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,12,O5,NAG,1,-3.698,-10.013,5.263,O,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,13,OH6,NAG,1,-4.884,-9.228,2.736,O,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,14,OC2,NAG,1,1.08,-11.834,5.028,O,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,15,N2,NAG,1,-0.134,-10.548,6.434,N,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,16,HO1,NAG,1,-3.117,-12.183,5.588,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,17,H2,NAG,1,-1.208,-10.956,4.605,H,323.0,1,3.81,b,d,glcpnac,glcnac,P
HETATM,18,H3,NAG,1,-1.063,-8.102,5.784,H,323.0,1,3.71,b,d,glcpnac,glcnac,P
HETATM,19,H4,NAG,1,-2.27,-9.049,3.118,H,323.0,1,3.65,b,d,glcpnac,glcnac,P
HETATM,20,H5,NAG,1,-3.678,-7.943,5.629,H,323.0,1,3.39,b,d,glcpnac,glcnac,P
HETATM,21,H6S,NAG,1,-5.779,-8.483,4.466,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,22,H6R,NAG,1,-4.833,-7.305,3.544,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,23,1HM2,NAG,1,2.399,-12.433,7.198,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,24,2HM2,NAG,1,1.625,-11.182,8.205,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,25,3HM2,NAG,1,2.816,-10.721,6.951,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,26,HO4,NAG,1,-1.211,-7.006,3.329,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,27,HO6,NAG,1,-5.5,-8.85,2.103,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,28,HN2,NAG,1,-0.182,-10.303,7.424,H,323.0,1,-1.0,b,d,glcpnac,glcnac,P
HETATM,29,H1,NAG,1,-2.681,-9.854,7.095,H,323.0,1,5.01,b,d,glcpnac,glcnac,P
HETATM,30,C1,GDL,2,1.245,-8.136,4.845,C,323.0,1,98.0,a,d,glcpnac,glcnac,P
HETATM,31,C2,GDL,2,1.519,-6.647,4.659,C,323.0,1,53.9,a,d,glcpnac,glcnac,P
HETATM,32,C3,GDL,2,1.933,-6.318,3.235,C,323.0,1,76.0,a,d,glcpnac,glcnac,P
HETATM,33,C4,GDL,2,3.054,-7.227,2.785,C,323.0,1,69.0,a,d,glcpnac,glcnac,P
HETATM,34,C5,GDL,2,2.652,-8.687,2.994,C,323.0,1,72.9,a,d,glcpnac,glcnac,P
HETATM,35,C6,GDL,2,3.705,-9.701,2.601,C,323.0,1,61.0,a,d,glcpnac,glcnac,P
HETATM,36,O3,GDL,2,2.385,-4.959,3.191,O,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,37,OH4,GDL,2,3.343,-7.038,1.409,O,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,38,O5,GDL,2,2.39,-8.871,4.395,O,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,39,OH6,GDL,2,4.91,-9.521,3.327,O,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,40,HO4,GDL,2,4.176,-6.343,1.302,H,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,41,HO6,GDL,2,5.445,-10.245,3.942,H,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,42,H5,GDL,2,1.805,-8.905,2.405,H,323.0,1,3.71,a,d,glcpnac,glcnac,P
HETATM,43,H6S,GDL,2,3.645,-10.69,2.486,H,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,44,H6R,GDL,2,3.926,-9.579,1.581,H,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,45,H1,GDL,2,1.032,-8.339,5.895,H,323.0,1,5.33,a,d,glcpnac,glcnac,P
HETATM,46,H3,GDL,2,1.073,-6.449,2.579,H,323.0,1,4.06,a,d,glcpnac,glcnac,P
HETATM,47,H4,GDL,2,3.936,-6.985,3.379,H,323.0,1,3.57,a,d,glcpnac,glcnac,P
HETATM,48,H2,GDL,2,2.323,-6.378,5.343,H,323.0,1,3.91,a,d,glcpnac,glcnac,P
HETATM,49,N2,GDL,2,0.322,-5.914,5.002,N,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,50,CO2,GDL,2,0.091,-5.548,6.302,C,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,51,CM2,GDL,2,-1.207,-4.791,6.511,C,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,52,OC2,GDL,2,0.839,-5.799,7.228,O,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,53,HN2,GDL,2,-0.358,-5.667,4.269,H,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,54,1HM2,GDL,2,-1.337,-4.512,7.581,H,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,55,2HM2,GDL,2,-2.074,-5.424,6.211,H,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,56,3HM2,GDL,2,-1.211,-3.856,5.907,H,323.0,1,-1.0,a,d,glcpnac,glcnac,P
HETATM,57,C1,GLB,3,1.543,-4.035,2.598,C,323.0,1,100.9,b,d,galp,gal,P
HETATM,58,C2,GLB,3,1.985,-2.64,3.029,C,323.0,1,75.9,b,d,galp,gal,P
HETATM,59,C3,GLB,3,1.289,-1.549,2.234,C,323.0,1,84.0,b,d,galp,gal,P
HETATM,60,C4,GLB,3,1.406,-1.818,0.751,C,323.0,1,70.4,b,d,galp,gal,P
HETATM,61,C5,GLB,3,0.908,-3.23,0.439,C,323.0,1,75.5,b,d,galp,gal,P
HETATM,62,C6,GLB,3,0.996,-3.63,-1.017,C,323.0,1,61.7,b,d,galp,gal,P
HETATM,63,O2,GLB,3,1.699,-2.484,4.413,O,323.0,1,-1.0,b,d,galp,gal,P
HETATM,64,O3,GLB,3,1.911,-0.294,2.534,O,323.0,1,-1.0,b,d,galp,gal,P
HETATM,65,O5,GLB,3,1.723,-4.153,1.181,O,323.0,1,-1.0,b,d,galp,gal,P
HETATM,66,OH6,GLB,3,2.327,-3.57,-1.504,O,323.0,1,-1.0,b,d,galp,gal,P
HETATM,67,HO6,GLB,3,2.912,-4.359,-1.977,H,323.0,1,-1.0,b,d,galp,gal,P
HETATM,68,OH4,GLB,3,2.78,-1.634,0.436,O,323.0,1,-1.0,b,d,galp,gal,P
HETATM,69,HO4,GLB,3,3.078,-0.616,0.687,H,323.0,1,-1.0,b,d,galp,gal,P
HETATM,70,H5,GLB,3,-0.111,-3.308,0.701,H,323.0,1,3.75,b,d,galp,gal,P
HETATM,71,H6S,GLB,3,0.603,-4.407,-1.504,H,323.0,1,-1.0,b,d,galp,gal,P
HETATM,72,H6R,GLB,3,0.418,-2.96,-1.586,H,323.0,1,-1.0,b,d,galp,gal,P
HETATM,73,H1,GLB,3,0.503,-4.191,2.884,H,323.0,1,4.68,b,d,galp,gal,P
HETATM,74,H2,GLB,3,3.062,-2.577,2.868,H,323.0,1,3.71,b,d,galp,gal,P
HETATM,75,H3,GLB,3,0.236,-1.525,2.517,H,323.0,1,3.92,b,d,galp,gal,P
HETATM,76,H4,GLB,3,0.8,-1.146,0.144,H,323.0,1,4.18,b,d,galp,gal,P
HETATM,77,C1,FUC,4,2.809,-2.285,5.287,C,323.0,1,100.4,a,l,fucp,fuc,P
HETATM,78,C2,FUC,4,2.415,-2.008,6.749,C,323.0,1,68.8,a,l,fucp,fuc,P
HETATM,79,C3,FUC,4,1.856,-3.277,7.408,C,323.0,1,70.5,a,l,fucp,fuc,P
HETATM,80,C4,FUC,4,2.857,-4.43,7.226,C,323.0,1,72.7,a,l,fucp,fuc,P
HETATM,81,C5,FUC,4,3.193,-4.594,5.736,C,323.0,1,67.4,a,l,fucp,fuc,P
HETATM,82,C6,FUC,4,4.223,-5.695,5.455,C,323.0,1,16.2,a,l,fucp,fuc,P
HETATM,83,O5,FUC,4,3.722,-3.381,5.186,O,323.0,1,-1.0,a,l,fucp,fuc,P
HETATM,84,OH2,FUC,4,1.516,-0.901,6.761,O,323.0,1,-1.0,a,l,fucp,fuc,P
HETATM,85,OH3,FUC,4,1.551,-3.005,8.773,O,323.0,1,-1.0,a,l,fucp,fuc,P
HETATM,86,OH4,FUC,4,4.073,-4.193,7.934,O,323.0,1,-1.0,a,l,fucp,fuc,P
HETATM,87,H5,FUC,4,2.265,-4.873,5.202,H,323.0,1,4.25,a,l,fucp,fuc,P
HETATM,88,H1,FUC,4,3.346,-1.42,4.88,H,323.0,1,5.07,a,l,fucp,fuc,P
HETATM,89,H2,FUC,4,3.335,-1.718,7.293,H,323.0,1,3.77,a,l,fucp,fuc,P
HETATM,90,HO2,FUC,4,1.398,-0.656,7.688,H,323.0,1,-1.0,a,l,fucp,fuc,P
HETATM,91,H3,FUC,4,0.916,-3.543,6.888,H,323.0,1,3.64,a,l,fucp,fuc,P
